15:28:21,-,3889673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884509,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3880874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3888270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885086,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885663,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886952,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3885251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887703,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3892067,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886812,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3884309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3887686,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:21,-,3886972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:22,-,3887046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:22,-,3885183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:22,-,3885970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:22,-,3884879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:22,-,3886742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
15:28:22,-,3886397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
